DATE,TIMESTAMP,LOCATION,ENERGY_SOURCE,MEASURE,UNIT_OF_MEASURE,INTERVAL,VALUE
31.08.2021,31.08.2021 11:24,Atlantis waterpark,HVAC KN5,Supply temp,C,S,1833
31.08.2021,31.08.2021 11:27,Atlantis waterpark,HVAC KN5,Supply temp,C,S,1807
31.08.2021,31.08.2021 11:27,Atlantis waterpark,HVAC KN5,Supply temp,C,S,183
31.08.2021,31.08.2021 11:27,Atlantis waterpark,HVAC KN5,Supply temp,C,S,1807
31.08.2021,31.08.2021 11:30,Atlantis waterpark,HVAC KN5,Supply temp,C,S,1833
31.08.2021,31.08.2021 11:33,Atlantis waterpark,HVAC KN5,Supply temp,C,S,1858
31.08.2021,31.08.2021 11:33,Atlantis waterpark,HVAC KN5,Supply temp,C,S,1835
31.08.2021,31.08.2021 11:35,Atlantis waterpark,HVAC KN5,Supply temp,C,S,181
31.08.2021,31.08.2021 11:38,Atlantis waterpark,HVAC KN5,Supply temp,C,S,1833
31.08.2021,31.08.2021 11:38,Atlantis waterpark,HVAC KN5,Supply temp,C,S,1861
31.08.2021,31.08.2021 11:42,Atlantis waterpark,HVAC KN5,Supply temp,C,S,1838
31.08.2021,31.08.2021 11:46,Atlantis waterpark,HVAC KN5,Supply temp,C,S,1861
31.08.2021,31.08.2021 11:47,Atlantis waterpark,HVAC KN5,Supply temp,C,S,1887
31.08.2021,31.08.2021 11:49,Atlantis waterpark,HVAC KN5,Supply temp,C,S,1864
31.08.2021,31.08.2021 11:50,Atlantis waterpark,HVAC KN5,Supply temp,C,S,1887
31.08.2021,31.08.2021 11:57,Atlantis waterpark,HVAC KN5,Supply temp,C,S,191
31.08.2021,31.08.2021 12:02,Atlantis waterpark,HVAC KN5,Supply temp,C,S,1887
31.08.2021,31.08.2021 12:03,Atlantis waterpark,HVAC KN5,Supply temp,C,S,1912
31.08.2021,31.08.2021 12:05,Atlantis waterpark,HVAC KN5,Supply temp,C,S,1938
31.08.2021,31.08.2021 12:08,Atlantis waterpark,HVAC KN5,Extract temp,C,S,2603
31.08.2021,31.08.2021 12:15,Atlantis waterpark,HVAC KN5,Supply temp,C,S,1961
31.08.2021,31.08.2021 12:15,Atlantis waterpark,HVAC KN5,Extract temp,C,S,258
31.08.2021,31.08.2021 12:16,Atlantis waterpark,HVAC KN5,Supply temp,C,S,1938
31.08.2021,31.08.2021 12:18,Atlantis waterpark,HVAC KN5,Supply temp,C,S,1961
31.08.2021,31.08.2021 12:18,Atlantis waterpark,HVAC KN5,Extract temp,C,S,2603
31.08.2021,31.08.2021 12:22,Atlantis waterpark,HVAC KN5,Supply temp,C,S,1938
31.08.2021,31.08.2021 12:24,Atlantis waterpark,HVAC KN5,Supply temp,C,S,1961
31.08.2021,31.08.2021 12:27,Atlantis waterpark,HVAC KN5,Supply temp,C,S,1984
31.08.2021,31.08.2021 12:28,Atlantis waterpark,HVAC KN5,Extract temp,C,S,258
31.08.2021,31.08.2021 12:28,Atlantis waterpark,HVAC KN5,Supply temp,C,S,2007
31.08.2021,31.08.2021 12:29,Atlantis waterpark,HVAC KN5,Extract temp,C,S,2603
31.08.2021,31.08.2021 12:30,Atlantis waterpark,HVAC KN5,Supply temp,C,S,2032
31.08.2021,31.08.2021 12:31,Atlantis waterpark,HVAC KN5,Supply temp,C,S,2055
31.08.2021,31.08.2021 12:33,Atlantis waterpark,HVAC KN5,Supply temp,C,S,2078
31.08.2021,31.08.2021 12:37,Atlantis waterpark,HVAC KN5,Supply temp,C,S,2058
31.08.2021,31.08.2021 12:43,Atlantis waterpark,HVAC KN5,Supply temp,C,S,2081
31.08.2021,31.08.2021 12:46,Atlantis waterpark,HVAC KN5,Supply temp,C,S,2058
31.08.2021,31.08.2021 12:48,Atlantis waterpark,HVAC KN5,Supply temp,C,S,2078
31.08.2021,31.08.2021 12:50,Atlantis waterpark,HVAC KN5,Supply temp,C,S,2104
31.08.2021,31.08.2021 12:52,Atlantis waterpark,HVAC KN5,Supply temp,C,S,2078
31.08.2021,31.08.2021 12:54,Atlantis waterpark,HVAC KN5,Supply temp,C,S,2055
31.08.2021,31.08.2021 12:55,Atlantis waterpark,HVAC KN5,Supply temp,C,S,2084
31.08.2021,31.08.2021 12:56,Atlantis waterpark,HVAC KN5,Supply temp,C,S,2107
31.08.2021,31.08.2021 13:00,Atlantis waterpark,HVAC KN5,Supply temp,C,S,2129
31.08.2021,31.08.2021 13:06,Atlantis waterpark,HVAC KN5,Supply temp,C,S,2107
31.08.2021,31.08.2021 13:07,Atlantis waterpark,HVAC KN5,Supply temp,C,S,2132
31.08.2021,31.08.2021 13:10,Atlantis waterpark,HVAC KN5,Supply temp,C,S,2109
31.08.2021,31.08.2021 13:11,Atlantis waterpark,HVAC KN5,Supply temp,C,S,2132
31.08.2021,31.08.2021 13:14,Atlantis waterpark,HVAC KN5,Supply temp,C,S,2155
31.08.2021,31.08.2021 13:18,Atlantis waterpark,HVAC KN5,Supply temp,C,S,2181
31.08.2021,31.08.2021 13:25,Atlantis waterpark,HVAC KN5,Supply temp,C,S,2155
31.08.2021,31.08.2021 13:25,Atlantis waterpark,HVAC KN5,Supply temp,C,S,2178
31.08.2021,31.08.2021 13:29,Atlantis waterpark,HVAC KN5,Supply temp,C,S,2155
31.08.2021,31.08.2021 13:31,Atlantis waterpark,HVAC KN5,Supply temp,C,S,2178
31.08.2021,31.08.2021 13:33,Atlantis waterpark,HVAC KN5,Extract temp,C,S,2626
31.08.2021,31.08.2021 13:34,Atlantis waterpark,HVAC KN5,Supply temp,C,S,2201
31.08.2021,31.08.2021 13:43,Atlantis waterpark,HVAC KN5,Supply temp,C,S,2224
31.08.2021,31.08.2021 13:45,Atlantis waterpark,HVAC KN5,Supply temp,C,S,2249
31.08.2021,31.08.2021 13:48,Atlantis waterpark,HVAC KN5,Supply temp,C,S,2229
31.08.2021,31.08.2021 13:53,Atlantis waterpark,HVAC KN5,Supply temp,C,S,2204
31.08.2021,31.08.2021 14:03,Atlantis waterpark,HVAC KN5,Supply temp,C,S,2181
31.08.2021,31.08.2021 14:04,Atlantis waterpark,HVAC KN5,Supply temp,C,S,2206
31.08.2021,31.08.2021 14:05,Atlantis waterpark,HVAC KN5,Supply temp,C,S,2229
31.08.2021,31.08.2021 14:07,Atlantis waterpark,HVAC KN5,Supply temp,C,S,2252
31.08.2021,31.08.2021 14:08,Atlantis waterpark,HVAC KN5,Supply temp,C,S,2275
31.08.2021,31.08.2021 14:12,Atlantis waterpark,HVAC KN5,Supply temp,C,S,2252
31.08.2021,31.08.2021 14:14,Atlantis waterpark,HVAC KN5,Supply temp,C,S,2275
31.08.2021,31.08.2021 14:15,Atlantis waterpark,HVAC KN5,Supply temp,C,S,2301
31.08.2021,31.08.2021 14:16,Atlantis waterpark,HVAC KN5,Supply temp,C,S,2275
31.08.2021,31.08.2021 14:26,Atlantis waterpark,HVAC KN5,Supply temp,C,S,2298
31.08.2021,31.08.2021 14:29,Atlantis waterpark,HVAC KN5,Supply temp,C,S,2321
31.08.2021,31.08.2021 14:30,Atlantis waterpark,HVAC KN5,Supply temp,C,S,2324
31.08.2021,31.08.2021 14:30,Atlantis waterpark,HVAC KN5,Extract temp,C,S,2629
31.08.2021,31.08.2021 14:32,Atlantis waterpark,HVAC KN5,Supply temp,C,S,2298
31.08.2021,31.08.2021 14:33,Atlantis waterpark,HVAC KN5,Supply temp,C,S,2321
31.08.2021,31.08.2021 14:36,Atlantis waterpark,HVAC KN5,Supply temp,C,S,2346
31.08.2021,31.08.2021 14:36,Atlantis waterpark,HVAC KN5,Extract temp,C,S,2649
31.08.2021,31.08.2021 14:37,Atlantis waterpark,HVAC KN5,load supply ventilator,%,S,80
31.08.2021,31.08.2021 14:37,Atlantis waterpark,HVAC KN5,load extract ventilator,%,S,80
31.08.2021,31.08.2021 14:38,Atlantis waterpark,HVAC KN5,Supply temp,C,S,2369
31.08.2021,31.08.2021 14:41,Atlantis waterpark,HVAC KN5,Extract temp,C,S,2626
31.08.2021,31.08.2021 14:42,Atlantis waterpark,HVAC KN5,Supply temp,C,S,2346
31.08.2021,31.08.2021 14:44,Atlantis waterpark,HVAC KN5,Supply temp,C,S,2324
31.08.2021,31.08.2021 14:45,Atlantis waterpark,HVAC KN5,Extract temp,C,S,2649
31.08.2021,31.08.2021 14:49,Atlantis waterpark,HVAC KN5,Supply temp,C,S,2301
31.08.2021,31.08.2021 14:54,Atlantis waterpark,HVAC KN5,Supply temp,C,S,2324
31.08.2021,31.08.2021 14:57,Atlantis waterpark,HVAC KN5,Supply temp,C,S,2352
31.08.2021,31.08.2021 14:58,Atlantis waterpark,HVAC KN5,Extract temp,C,S,2626
31.08.2021,31.08.2021 15:00,Atlantis waterpark,HVAC KN5,Extract temp,C,S,2649
31.08.2021,31.08.2021 15:01,Atlantis waterpark,HVAC KN5,Supply temp,C,S,2329
31.08.2021,31.08.2021 15:02,Atlantis waterpark,HVAC KN5,Supply temp,C,S,2352
31.08.2021,31.08.2021 15:04,Atlantis waterpark,HVAC KN5,Supply temp,C,S,2375
31.08.2021,31.08.2021 15:05,Atlantis waterpark,HVAC KN5,Supply temp,C,S,2398
31.08.2021,31.08.2021 15:12,Atlantis waterpark,HVAC KN5,Supply temp,C,S,2375
31.08.2021,31.08.2021 15:14,Atlantis waterpark,HVAC KN5,Supply temp,C,S,2352
31.08.2021,31.08.2021 15:16,Atlantis waterpark,HVAC KN5,Supply temp,C,S,2375
31.08.2021,31.08.2021 15:20,Atlantis waterpark,HVAC KN5,Supply temp,C,S,2398
31.08.2021,31.08.2021 15:22,Atlantis waterpark,HVAC KN5,Supply temp,C,S,2375
31.08.2021,31.08.2021 15:24,Atlantis waterpark,HVAC KN5,Extract temp,C,S,2672
31.08.2021,31.08.2021 15:27,Atlantis waterpark,HVAC KN5,Supply temp,C,S,2352
31.08.2021,31.08.2021 15:30,Atlantis waterpark,HVAC KN5,Supply temp,C,S,2381
31.08.2021,31.08.2021 15:32,Atlantis waterpark,HVAC KN5,Supply temp,C,S,2403
31.08.2021,31.08.2021 15:35,Atlantis waterpark,HVAC KN5,Supply temp,C,S,2381
31.08.2021,31.08.2021 15:39,Atlantis waterpark,HVAC KN5,Supply temp,C,S,2403
31.08.2021,31.08.2021 15:42,Atlantis waterpark,HVAC KN5,Supply temp,C,S,2429
31.08.2021,31.08.2021 15:52,Atlantis waterpark,HVAC KN5,Extract temp,C,S,2695
31.08.2021,31.08.2021 15:54,Atlantis waterpark,HVAC KN5,Supply temp,C,S,2406
31.08.2021,31.08.2021 15:59,Atlantis waterpark,HVAC KN5,Extract temp,C,S,2717
31.08.2021,31.08.2021 16:03,Atlantis waterpark,HVAC KN5,Supply temp,C,S,2383
31.08.2021,31.08.2021 16:04,Atlantis waterpark,HVAC KN5,Supply temp,C,S,2409
31.08.2021,31.08.2021 16:07,Atlantis waterpark,HVAC KN5,Supply temp,C,S,2432
31.08.2021,31.08.2021 16:09,Atlantis waterpark,HVAC KN5,Supply temp,C,S,2409
31.08.2021,31.08.2021 16:15,Atlantis waterpark,HVAC KN5,Supply temp,C,S,2386
31.08.2021,31.08.2021 16:16,Atlantis waterpark,HVAC KN5,Extract temp,C,S,2695
31.08.2021,31.08.2021 16:18,Atlantis waterpark,HVAC KN5,Supply temp,C,S,2412
31.08.2021,31.08.2021 16:19,Atlantis waterpark,HVAC KN5,Supply temp,C,S,2389
31.08.2021,31.08.2021 16:22,Atlantis waterpark,HVAC KN5,Supply temp,C,S,2415
31.08.2021,31.08.2021 16:23,Atlantis waterpark,HVAC KN5,Supply temp,C,S,2395
31.08.2021,31.08.2021 16:23,Atlantis waterpark,HVAC KN5,Extract temp,C,S,2672
31.08.2021,31.08.2021 16:25,Atlantis waterpark,HVAC KN5,Supply temp,C,S,2369
31.08.2021,31.08.2021 16:27,Atlantis waterpark,HVAC KN5,Supply temp,C,S,2346
31.08.2021,31.08.2021 16:28,Atlantis waterpark,HVAC KN5,Supply temp,C,S,2369
31.08.2021,31.08.2021 16:35,Atlantis waterpark,HVAC KN5,Supply temp,C,S,2346
31.08.2021,31.08.2021 16:38,Atlantis waterpark,HVAC KN5,Supply temp,C,S,2324
31.08.2021,31.08.2021 16:55,Atlantis waterpark,HVAC KN5,Extract temp,C,S,2649
31.08.2021,31.08.2021 17:03,Atlantis waterpark,HVAC KN5,Supply temp,C,S,2301
31.08.2021,31.08.2021 17:05,Atlantis waterpark,HVAC KN5,Extract temp,C,S,2675
31.08.2021,31.08.2021 17:05,Atlantis waterpark,HVAC KN5,Supply temp,C,S,2326
31.08.2021,31.08.2021 17:06,Atlantis waterpark,HVAC KN5,Supply temp,C,S,2304
31.08.2021,31.08.2021 17:08,Atlantis waterpark,HVAC KN5,Supply temp,C,S,2326
31.08.2021,31.08.2021 17:10,Atlantis waterpark,HVAC KN5,Supply temp,C,S,2355
31.08.2021,31.08.2021 17:13,Atlantis waterpark,HVAC KN5,Supply temp,C,S,2378
31.08.2021,31.08.2021 17:19,Atlantis waterpark,HVAC KN5,Supply temp,C,S,2401
31.08.2021,31.08.2021 17:22,Atlantis waterpark,HVAC KN5,Supply temp,C,S,2381
31.08.2021,31.08.2021 17:29,Atlantis waterpark,HVAC KN5,Supply temp,C,S,2401
31.08.2021,31.08.2021 17:32,Atlantis waterpark,HVAC KN5,Supply temp,C,S,2378
31.08.2021,31.08.2021 17:36,Atlantis waterpark,HVAC KN5,Supply temp,C,S,2401
31.08.2021,31.08.2021 17:40,Atlantis waterpark,HVAC KN5,Supply temp,C,S,2423
31.08.2021,31.08.2021 17:42,Atlantis waterpark,HVAC KN5,Supply temp,C,S,2401
31.08.2021,31.08.2021 17:44,Atlantis waterpark,HVAC KN5,Supply temp,C,S,2378
31.08.2021,31.08.2021 17:44,Atlantis waterpark,HVAC KN5,Supply temp,C,S,2401
31.08.2021,31.08.2021 17:48,Atlantis waterpark,HVAC KN5,Supply temp,C,S,2378
31.08.2021,31.08.2021 17:59,Atlantis waterpark,HVAC KN5,Supply temp,C,S,2352
31.08.2021,31.08.2021 18:17,Atlantis waterpark,HVAC KN5,Supply temp,C,S,2329
31.08.2021,31.08.2021 18:23,Atlantis waterpark,HVAC KN5,Supply temp,C,S,2352
31.08.2021,31.08.2021 18:25,Atlantis waterpark,HVAC KN5,Supply temp,C,S,2375
31.08.2021,31.08.2021 18:30,Atlantis waterpark,HVAC KN5,Supply temp,C,S,2352
31.08.2021,31.08.2021 18:35,Atlantis waterpark,HVAC KN5,Supply temp,C,S,2329
31.08.2021,31.08.2021 18:36,Atlantis waterpark,HVAC KN5,Supply temp,C,S,2361
31.08.2021,31.08.2021 18:36,Atlantis waterpark,HVAC KN5,Supply temp,C,S,2338
31.08.2021,31.08.2021 18:44,Atlantis waterpark,HVAC KN5,Supply temp,C,S,2315
31.08.2021,31.08.2021 18:48,Atlantis waterpark,HVAC KN5,Extract temp,C,S,2652
31.08.2021,31.08.2021 18:49,Atlantis waterpark,HVAC KN5,Extract temp,C,S,2677
31.08.2021,31.08.2021 18:50,Atlantis waterpark,HVAC KN5,Extract temp,C,S,2655
31.08.2021,31.08.2021 19:01,Atlantis waterpark,HVAC KN5,Supply temp,C,S,2292
31.08.2021,31.08.2021 19:05,Atlantis waterpark,HVAC KN5,Supply temp,C,S,2315
31.08.2021,31.08.2021 19:06,Atlantis waterpark,HVAC KN5,Supply temp,C,S,2292
31.08.2021,31.08.2021 19:23,Atlantis waterpark,HVAC KN5,Supply temp,C,S,2266
31.08.2021,31.08.2021 19:35,Atlantis waterpark,HVAC KN5,Supply temp,C,S,2241
31.08.2021,31.08.2021 19:35,Atlantis waterpark,HVAC KN5,Supply temp,C,S,2264
31.08.2021,31.08.2021 19:36,Atlantis waterpark,HVAC KN5,Supply temp,C,S,2241
31.08.2021,31.08.2021 19:38,Atlantis waterpark,HVAC KN5,Supply temp,C,S,2261
31.08.2021,31.08.2021 19:43,Atlantis waterpark,HVAC KN5,Supply temp,C,S,2241
31.08.2021,31.08.2021 19:49,Atlantis waterpark,HVAC KN5,Extract temp,C,S,268
31.08.2021,31.08.2021 20:01,Atlantis waterpark,HVAC KN5,Supply temp,C,S,2218
31.08.2021,31.08.2021 20:03,Atlantis waterpark,HVAC KN5,Supply temp,C,S,2195
31.08.2021,31.08.2021 20:05,Atlantis waterpark,HVAC KN5,Supply temp,C,S,2172
31.08.2021,31.08.2021 20:08,Atlantis waterpark,HVAC KN5,Extract temp,C,S,2657
31.08.2021,31.08.2021 20:09,Atlantis waterpark,HVAC KN5,Supply temp,C,S,2149
31.08.2021,31.08.2021 20:19,Atlantis waterpark,HVAC KN5,Extract temp,C,S,2635
31.08.2021,31.08.2021 20:26,Atlantis waterpark,HVAC KN5,Supply temp,C,S,2127
31.08.2021,31.08.2021 20:33,Atlantis waterpark,HVAC KN5,Supply temp,C,S,2104
31.08.2021,31.08.2021 20:38,Atlantis waterpark,HVAC KN5,Supply temp,C,S,2127
31.08.2021,31.08.2021 20:47,Atlantis waterpark,HVAC KN5,Supply temp,C,S,2104
31.08.2021,31.08.2021 20:55,Atlantis waterpark,HVAC KN5,Supply temp,C,S,2081
31.08.2021,31.08.2021 20:58,Atlantis waterpark,HVAC KN5,Supply temp,C,S,2104
31.08.2021,31.08.2021 21:03,Atlantis waterpark,HVAC KN5,Extract temp,C,S,2612
31.08.2021,31.08.2021 21:12,Atlantis waterpark,HVAC KN5,Supply temp,C,S,2081
31.08.2021,31.08.2021 21:16,Atlantis waterpark,HVAC KN5,Supply temp,C,S,2058
31.08.2021,31.08.2021 21:26,Atlantis waterpark,HVAC KN5,Supply temp,C,S,203
31.08.2021,31.08.2021 21:38,Atlantis waterpark,HVAC KN5,Supply temp,C,S,2004
31.08.2021,31.08.2021 21:40,Atlantis waterpark,HVAC KN5,Supply temp,C,S,203
31.08.2021,31.08.2021 21:49,Atlantis waterpark,HVAC KN5,Supply temp,C,S,2007
31.08.2021,31.08.2021 22:06,Atlantis waterpark,HVAC KN5,Supply temp,C,S,1984
31.08.2021,31.08.2021 22:28,Atlantis waterpark,HVAC KN5,Extract temp,C,S,2586
31.08.2021,31.08.2021 22:28,Atlantis waterpark,HVAC KN5,Extract temp,C,S,2612
31.08.2021,31.08.2021 22:30,Atlantis waterpark,HVAC KN5,Extract temp,C,S,2589
31.08.2021,31.08.2021 22:33,Atlantis waterpark,HVAC KN5,Supply temp,C,S,1958
31.08.2021,31.08.2021 22:42,Atlantis waterpark,HVAC KN5,Supply temp,C,S,1981
31.08.2021,31.08.2021 22:46,Atlantis waterpark,HVAC KN5,Supply temp,C,S,1958
31.08.2021,31.08.2021 23:12,Atlantis waterpark,HVAC KN5,Supply temp,C,S,1981
31.08.2021,31.08.2021 23:17,Atlantis waterpark,HVAC KN5,Supply temp,C,S,2007
31.08.2021,31.08.2021 23:18,Atlantis waterpark,HVAC KN5,Supply temp,C,S,1984
31.08.2021,31.08.2021 23:25,Atlantis waterpark,HVAC KN5,Supply temp,C,S,1961
31.08.2021,31.08.2021 23:26,Atlantis waterpark,HVAC KN5,Supply temp,C,S,1984
31.08.2021,31.08.2021 23:28,Atlantis waterpark,HVAC KN5,Supply temp,C,S,1961
31.08.2021,31.08.2021 23:43,Atlantis waterpark,HVAC KN5,Supply temp,C,S,1938
31.08.2021,31.08.2021 23:49,Atlantis waterpark,HVAC KN5,Supply temp,C,S,1961
31.08.2021,31.08.2021 23:54,Atlantis waterpark,HVAC KN5,Supply temp,C,S,1935
1.09.2021 ,1.09.2021 00:10,Atlantis waterpark,HVAC KN5,Supply temp,C,S,1912
1.09.2021 ,1.09.2021 00:14,Atlantis waterpark,HVAC KN5,Supply temp,C,S,1935
1.09.2021 ,1.09.2021 00:23,Atlantis waterpark,HVAC KN5,Supply temp,C,S,191
1.09.2021 ,1.09.2021 00:34,Atlantis waterpark,HVAC KN5,Supply temp,C,S,1887
1.09.2021 ,1.09.2021 01:09,Atlantis waterpark,HVAC KN5,Supply temp,C,S,191
1.09.2021 ,1.09.2021 01:11,Atlantis waterpark,HVAC KN5,Supply temp,C,S,1887
1.09.2021 ,1.09.2021 01:18,Atlantis waterpark,HVAC KN5,Supply temp,C,S,1861
1.09.2021 ,1.09.2021 01:19,Atlantis waterpark,HVAC KN5,Supply temp,C,S,1887
1.09.2021 ,1.09.2021 01:20,Atlantis waterpark,HVAC KN5,Supply temp,C,S,1864
1.09.2021 ,1.09.2021 01:38,Atlantis waterpark,HVAC KN5,Supply temp,C,S,1841
1.09.2021 ,1.09.2021 01:46,Atlantis waterpark,HVAC KN5,Supply temp,C,S,1818
1.09.2021 ,1.09.2021 01:56,Atlantis waterpark,HVAC KN5,Supply temp,C,S,1795
1.09.2021 ,1.09.2021 02:08,Atlantis waterpark,HVAC KN5,Supply temp,C,S,1818
1.09.2021 ,1.09.2021 02:09,Atlantis waterpark,HVAC KN5,Supply temp,C,S,1795
1.09.2021 ,1.09.2021 02:13,Atlantis waterpark,HVAC KN5,Extract temp,C,S,2566
1.09.2021 ,1.09.2021 02:14,Atlantis waterpark,HVAC KN5,Supply temp,C,S,1773
1.09.2021 ,1.09.2021 02:14,Atlantis waterpark,HVAC KN5,Extract temp,C,S,2589
1.09.2021 ,1.09.2021 02:18,Atlantis waterpark,HVAC KN5,Extract temp,C,S,2566
1.09.2021 ,1.09.2021 02:22,Atlantis waterpark,HVAC KN5,Extract temp,C,S,2589
1.09.2021 ,1.09.2021 02:24,Atlantis waterpark,HVAC KN5,Extract temp,C,S,2566
1.09.2021 ,1.09.2021 02:25,Atlantis waterpark,HVAC KN5,Extract temp,C,S,2589
1.09.2021 ,1.09.2021 02:29,Atlantis waterpark,HVAC KN5,Supply temp,C,S,175
1.09.2021 ,1.09.2021 02:36,Atlantis waterpark,HVAC KN5,Supply temp,C,S,1755
1.09.2021 ,1.09.2021 02:36,Atlantis waterpark,HVAC KN5,Extract temp,C,S,258
1.09.2021 ,1.09.2021 02:43,Atlantis waterpark,HVAC KN5,load supply ventilator,%,S,80
1.09.2021 ,1.09.2021 02:43,Atlantis waterpark,HVAC KN5,load extract ventilator,%,S,80
1.09.2021 ,1.09.2021 02:46,Atlantis waterpark,HVAC KN5,Supply temp,C,S,1735
1.09.2021 ,1.09.2021 03:22,Atlantis waterpark,HVAC KN5,Supply temp,C,S,1713
1.09.2021 ,1.09.2021 03:49,Atlantis waterpark,HVAC KN5,Extract temp,C,S,256
1.09.2021 ,1.09.2021 03:50,Atlantis waterpark,HVAC KN5,Extract temp,C,S,2583
1.09.2021 ,1.09.2021 03:52,Atlantis waterpark,HVAC KN5,Extract temp,C,S,256
1.09.2021 ,1.09.2021 03:52,Atlantis waterpark,HVAC KN5,Extract temp,C,S,2583
1.09.2021 ,1.09.2021 04:01,Atlantis waterpark,HVAC KN5,Supply temp,C,S,1681
1.09.2021 ,1.09.2021 04:07,Atlantis waterpark,HVAC KN5,Supply temp,C,S,1707
1.09.2021 ,1.09.2021 04:11,Atlantis waterpark,HVAC KN5,Supply temp,C,S,1684
1.09.2021 ,1.09.2021 04:13,Atlantis waterpark,HVAC KN5,Supply temp,C,S,1661
1.09.2021 ,1.09.2021 04:16,Atlantis waterpark,HVAC KN5,Supply temp,C,S,1638
1.09.2021 ,1.09.2021 04:17,Atlantis waterpark,HVAC KN5,Supply temp,C,S,1661
1.09.2021 ,1.09.2021 04:19,Atlantis waterpark,HVAC KN5,Supply temp,C,S,1636
1.09.2021 ,1.09.2021 04:20,Atlantis waterpark,HVAC KN5,Supply temp,C,S,1658
1.09.2021 ,1.09.2021 04:21,Atlantis waterpark,HVAC KN5,Supply temp,C,S,1636
1.09.2021 ,1.09.2021 04:22,Atlantis waterpark,HVAC KN5,Supply temp,C,S,1658
1.09.2021 ,1.09.2021 04:25,Atlantis waterpark,HVAC KN5,Extract temp,C,S,256
1.09.2021 ,1.09.2021 04:25,Atlantis waterpark,HVAC KN5,Extract temp,C,S,2583
1.09.2021 ,1.09.2021 04:27,Atlantis waterpark,HVAC KN5,Supply temp,C,S,1636
1.09.2021 ,1.09.2021 04:30,Atlantis waterpark,HVAC KN5,Supply temp,C,S,1658
1.09.2021 ,1.09.2021 04:32,Atlantis waterpark,HVAC KN5,Extract temp,C,S,256
1.09.2021 ,1.09.2021 04:33,Atlantis waterpark,HVAC KN5,Extract temp,C,S,2583
1.09.2021 ,1.09.2021 04:35,Atlantis waterpark,HVAC KN5,Extract temp,C,S,256
1.09.2021 ,1.09.2021 04:37,Atlantis waterpark,HVAC KN5,Extract temp,C,S,2583
1.09.2021 ,1.09.2021 04:40,Atlantis waterpark,HVAC KN5,Extract temp,C,S,2558
1.09.2021 ,1.09.2021 04:40,Atlantis waterpark,HVAC KN5,Supply temp,C,S,1636
1.09.2021 ,1.09.2021 04:41,Atlantis waterpark,HVAC KN5,Supply temp,C,S,1658
1.09.2021 ,1.09.2021 04:41,Atlantis waterpark,HVAC KN5,Extract temp,C,S,2583
1.09.2021 ,1.09.2021 04:44,Atlantis waterpark,HVAC KN5,Supply temp,C,S,1633
1.09.2021 ,1.09.2021 04:46,Atlantis waterpark,HVAC KN5,Extract temp,C,S,2558
1.09.2021 ,1.09.2021 04:47,Atlantis waterpark,HVAC KN5,Extract temp,C,S,258
1.09.2021 ,1.09.2021 04:56,Atlantis waterpark,HVAC KN5,Supply temp,C,S,1658
1.09.2021 ,1.09.2021 04:57,Atlantis waterpark,HVAC KN5,Supply temp,C,S,1633
1.09.2021 ,1.09.2021 04:57,Atlantis waterpark,HVAC KN5,Supply temp,C,S,1656
1.09.2021 ,1.09.2021 04:58,Atlantis waterpark,HVAC KN5,Supply temp,C,S,1633
1.09.2021 ,1.09.2021 05:04,Atlantis waterpark,HVAC KN5,Supply temp,C,S,161
1.09.2021 ,1.09.2021 05:11,Atlantis waterpark,HVAC KN5,Supply temp,C,S,1636
1.09.2021 ,1.09.2021 05:14,Atlantis waterpark,HVAC KN5,Extract temp,C,S,2558
1.09.2021 ,1.09.2021 05:20,Atlantis waterpark,HVAC KN5,Extract temp,C,S,258
1.09.2021 ,1.09.2021 05:22,Atlantis waterpark,HVAC KN5,Supply temp,C,S,1616
1.09.2021 ,1.09.2021 05:27,Atlantis waterpark,HVAC KN5,Supply temp,C,S,159
1.09.2021 ,1.09.2021 05:29,Atlantis waterpark,HVAC KN5,Extract temp,C,S,2558
1.09.2021 ,1.09.2021 05:30,Atlantis waterpark,HVAC KN5,Extract temp,C,S,258
1.09.2021 ,1.09.2021 05:34,Atlantis waterpark,HVAC KN5,Extract temp,C,S,2558
1.09.2021 ,1.09.2021 05:38,Atlantis waterpark,HVAC KN5,Extract temp,C,S,2583
1.09.2021 ,1.09.2021 05:38,Atlantis waterpark,HVAC KN5,Extract temp,C,S,2558
1.09.2021 ,1.09.2021 05:41,Atlantis waterpark,HVAC KN5,Extract temp,C,S,258
1.09.2021 ,1.09.2021 05:45,Atlantis waterpark,HVAC KN5,Extract temp,C,S,2558
1.09.2021 ,1.09.2021 05:45,Atlantis waterpark,HVAC KN5,Supply temp,C,S,1613
1.09.2021 ,1.09.2021 05:46,Atlantis waterpark,HVAC KN5,Supply temp,C,S,159
1.09.2021 ,1.09.2021 05:48,Atlantis waterpark,HVAC KN5,Extract temp,C,S,258
1.09.2021 ,1.09.2021 05:49,Atlantis waterpark,HVAC KN5,Supply temp,C,S,1567
1.09.2021 ,1.09.2021 05:53,Atlantis waterpark,HVAC KN5,Extract temp,C,S,2558
1.09.2021 ,1.09.2021 05:53,Atlantis waterpark,HVAC KN5,Extract temp,C,S,258
1.09.2021 ,1.09.2021 06:01,Atlantis waterpark,HVAC KN5,Supply temp,C,S,159
1.09.2021 ,1.09.2021 06:03,Atlantis waterpark,HVAC KN5,Supply temp,C,S,1559
