DATE,TIMESTAMP,LOCATION,ENERGY_SOURCE,MEASURE,UNIT_OF_MEASURE,INTERVAL,VALUE
28.08.2021,28.08.2021 14:21,Atlantis waterpark,HVAC KN2,Supply temp,C,S,1867
28.08.2021,28.08.2021 14:28,Atlantis waterpark,HVAC KN2,Extract temp,C,S,266
28.08.2021,28.08.2021 14:30,Atlantis waterpark,HVAC KN2,Extract temp,C,S,2637
28.08.2021,28.08.2021 14:30,Atlantis waterpark,HVAC KN2,Supply temp,C,S,1892
28.08.2021,28.08.2021 14:35,Atlantis waterpark,HVAC KN2,Supply temp,C,S,1918
28.08.2021,28.08.2021 14:37,Atlantis waterpark,HVAC KN2,Supply temp,C,S,1895
28.08.2021,28.08.2021 14:38,Atlantis waterpark,HVAC KN2,Extract temp,C,S,2615
28.08.2021,28.08.2021 14:44,Atlantis waterpark,HVAC KN2,Supply temp,C,S,1918
28.08.2021,28.08.2021 14:49,Atlantis waterpark,HVAC KN2,Supply temp,C,S,1944
28.08.2021,28.08.2021 14:51,Atlantis waterpark,HVAC KN2,Extract temp,C,S,2637
28.08.2021,28.08.2021 14:53,Atlantis waterpark,HVAC KN2,Supply temp,C,S,197
28.08.2021,28.08.2021 14:54,Atlantis waterpark,HVAC KN2,Extract temp,C,S,266
28.08.2021,28.08.2021 14:55,Atlantis waterpark,HVAC KN2,Supply temp,C,S,1947
28.08.2021,28.08.2021 14:57,Atlantis waterpark,HVAC KN2,Supply temp,C,S,197
28.08.2021,28.08.2021 14:57,Atlantis waterpark,HVAC KN2,Extract temp,C,S,2637
28.08.2021,28.08.2021 15:05,Atlantis waterpark,HVAC KN2,Supply temp,C,S,1944
28.08.2021,28.08.2021 15:07,Atlantis waterpark,HVAC KN2,Supply temp,C,S,1967
28.08.2021,28.08.2021 15:11,Atlantis waterpark,HVAC KN2,Supply temp,C,S,199
28.08.2021,28.08.2021 15:13,Atlantis waterpark,HVAC KN2,Extract temp,C,S,2663
28.08.2021,28.08.2021 15:17,Atlantis waterpark,HVAC KN2,Supply temp,C,S,2012
28.08.2021,28.08.2021 15:18,Atlantis waterpark,HVAC KN2,Extract temp,C,S,264
28.08.2021,28.08.2021 15:18,Atlantis waterpark,HVAC KN2,Supply temp,C,S,1987
28.08.2021,28.08.2021 15:23,Atlantis waterpark,HVAC KN2,Supply temp,C,S,201
28.08.2021,28.08.2021 15:25,Atlantis waterpark,HVAC KN2,Supply temp,C,S,2032
28.08.2021,28.08.2021 15:27,Atlantis waterpark,HVAC KN2,Extract temp,C,S,2618
28.08.2021,28.08.2021 15:28,Atlantis waterpark,HVAC KN2,Supply temp,C,S,2055
28.08.2021,28.08.2021 15:31,Atlantis waterpark,HVAC KN2,Supply temp,C,S,2027
28.08.2021,28.08.2021 15:35,Atlantis waterpark,HVAC KN2,Supply temp,C,S,2049
28.08.2021,28.08.2021 15:38,Atlantis waterpark,HVAC KN2,Extract temp,C,S,264
28.08.2021,28.08.2021 15:38,Atlantis waterpark,HVAC KN2,Supply temp,C,S,2075
28.08.2021,28.08.2021 15:38,Atlantis waterpark,HVAC KN2,Extract temp,C,S,2618
28.08.2021,28.08.2021 15:41,Atlantis waterpark,HVAC KN2,Supply temp,C,S,2098
28.08.2021,28.08.2021 15:48,Atlantis waterpark,HVAC KN2,Supply temp,C,S,2075
28.08.2021,28.08.2021 15:49,Atlantis waterpark,HVAC KN2,Supply temp,C,S,2098
28.08.2021,28.08.2021 15:51,Atlantis waterpark,HVAC KN2,Supply temp,C,S,2121
28.08.2021,28.08.2021 15:53,Atlantis waterpark,HVAC KN2,Supply temp,C,S,2149
28.08.2021,28.08.2021 15:53,Atlantis waterpark,HVAC KN2,Extract temp,C,S,264
28.08.2021,28.08.2021 15:55,Atlantis waterpark,HVAC KN2,Extract temp,C,S,2663
28.08.2021,28.08.2021 15:57,Atlantis waterpark,HVAC KN2,Extract temp,C,S,2686
28.08.2021,28.08.2021 16:00,Atlantis waterpark,HVAC KN2,Extract temp,C,S,2709
28.08.2021,28.08.2021 16:02,Atlantis waterpark,HVAC KN2,Extract temp,C,S,2732
28.08.2021,28.08.2021 16:03,Atlantis waterpark,HVAC KN2,Extract temp,C,S,2757
28.08.2021,28.08.2021 16:10,Atlantis waterpark,HVAC KN2,Extract temp,C,S,2735
28.08.2021,28.08.2021 16:12,Atlantis waterpark,HVAC KN2,Supply temp,C,S,2172
28.08.2021,28.08.2021 16:13,Atlantis waterpark,HVAC KN2,Extract temp,C,S,2712
28.08.2021,28.08.2021 16:16,Atlantis waterpark,HVAC KN2,Extract temp,C,S,2689
28.08.2021,28.08.2021 16:16,Atlantis waterpark,HVAC KN2,Supply temp,C,S,2149
28.08.2021,28.08.2021 16:19,Atlantis waterpark,HVAC KN2,Supply temp,C,S,2124
28.08.2021,28.08.2021 16:20,Atlantis waterpark,HVAC KN2,Extract temp,C,S,2666
28.08.2021,28.08.2021 16:22,Atlantis waterpark,HVAC KN2,Supply temp,C,S,2101
28.08.2021,28.08.2021 16:31,Atlantis waterpark,HVAC KN2,Extract temp,C,S,2643
28.08.2021,28.08.2021 16:48,Atlantis waterpark,HVAC KN2,Extract temp,C,S,2663
28.08.2021,28.08.2021 16:53,Atlantis waterpark,HVAC KN2,Supply temp,C,S,2124
28.08.2021,28.08.2021 16:57,Atlantis waterpark,HVAC KN2,Extract temp,C,S,2643
28.08.2021,28.08.2021 16:57,Atlantis waterpark,HVAC KN2,Supply temp,C,S,2101
28.08.2021,28.08.2021 17:02,Atlantis waterpark,HVAC KN2,Supply temp,C,S,2078
28.08.2021,28.08.2021 17:04,Atlantis waterpark,HVAC KN2,Supply temp,C,S,2055
28.08.2021,28.08.2021 17:15,Atlantis waterpark,HVAC KN2,Supply temp,C,S,2078
28.08.2021,28.08.2021 17:17,Atlantis waterpark,HVAC KN2,Supply temp,C,S,2101
28.08.2021,28.08.2021 17:17,Atlantis waterpark,HVAC KN2,Extract temp,C,S,2666
28.08.2021,28.08.2021 17:21,Atlantis waterpark,HVAC KN2,Extract temp,C,S,2643
28.08.2021,28.08.2021 17:29,Atlantis waterpark,HVAC KN2,Supply temp,C,S,2078
28.08.2021,28.08.2021 17:30,Atlantis waterpark,HVAC KN2,Extract temp,C,S,2666
28.08.2021,28.08.2021 17:31,Atlantis waterpark,HVAC KN2,Extract temp,C,S,2643
28.08.2021,28.08.2021 17:35,Atlantis waterpark,HVAC KN2,Extract temp,C,S,262
28.08.2021,28.08.2021 17:39,Atlantis waterpark,HVAC KN2,Extract temp,C,S,2646
28.08.2021,28.08.2021 17:40,Atlantis waterpark,HVAC KN2,Extract temp,C,S,2623
28.08.2021,28.08.2021 17:43,Atlantis waterpark,HVAC KN2,Extract temp,C,S,2646
28.08.2021,28.08.2021 17:49,Atlantis waterpark,HVAC KN2,Extract temp,C,S,2672
28.08.2021,28.08.2021 17:50,Atlantis waterpark,HVAC KN2,Extract temp,C,S,2697
28.08.2021,28.08.2021 17:55,Atlantis waterpark,HVAC KN2,Supply temp,C,S,2101
28.08.2021,28.08.2021 18:00,Atlantis waterpark,HVAC KN2,Extract temp,C,S,2723
28.08.2021,28.08.2021 18:00,Atlantis waterpark,HVAC KN2,Supply temp,C,S,2078
28.08.2021,28.08.2021 18:02,Atlantis waterpark,HVAC KN2,Extract temp,C,S,27
28.08.2021,28.08.2021 18:04,Atlantis waterpark,HVAC KN2,Extract temp,C,S,2677
28.08.2021,28.08.2021 18:10,Atlantis waterpark,HVAC KN2,Supply temp,C,S,2101
28.08.2021,28.08.2021 18:10,Atlantis waterpark,HVAC KN2,Extract temp,C,S,27
28.08.2021,28.08.2021 18:11,Atlantis waterpark,HVAC KN2,Extract temp,C,S,2677
28.08.2021,28.08.2021 18:13,Atlantis waterpark,HVAC KN2,Supply temp,C,S,2078
28.08.2021,28.08.2021 18:18,Atlantis waterpark,HVAC KN2,Supply temp,C,S,2055
28.08.2021,28.08.2021 18:24,Atlantis waterpark,HVAC KN2,Supply temp,C,S,203
28.08.2021,28.08.2021 18:24,Atlantis waterpark,HVAC KN2,Extract temp,C,S,2652
28.08.2021,28.08.2021 18:28,Atlantis waterpark,HVAC KN2,Supply temp,C,S,2007
28.08.2021,28.08.2021 18:32,Atlantis waterpark,HVAC KN2,Extract temp,C,S,2629
28.08.2021,28.08.2021 18:34,Atlantis waterpark,HVAC KN2,Supply temp,C,S,1984
28.08.2021,28.08.2021 18:37,Atlantis waterpark,HVAC KN2,Extract temp,C,S,2652
28.08.2021,28.08.2021 18:44,Atlantis waterpark,HVAC KN2,Supply temp,C,S,1961
28.08.2021,28.08.2021 18:45,Atlantis waterpark,HVAC KN2,Extract temp,C,S,2629
28.08.2021,28.08.2021 18:50,Atlantis waterpark,HVAC KN2,Extract temp,C,S,2652
28.08.2021,28.08.2021 18:55,Atlantis waterpark,HVAC KN2,Extract temp,C,S,2629
28.08.2021,28.08.2021 19:03,Atlantis waterpark,HVAC KN2,Extract temp,C,S,2606
28.08.2021,28.08.2021 19:12,Atlantis waterpark,HVAC KN2,Extract temp,C,S,258
28.08.2021,28.08.2021 19:23,Atlantis waterpark,HVAC KN2,Extract temp,C,S,2603
28.08.2021,28.08.2021 19:27,Atlantis waterpark,HVAC KN2,Supply temp,C,S,1938
28.08.2021,28.08.2021 19:30,Atlantis waterpark,HVAC KN2,Extract temp,C,S,258
28.08.2021,28.08.2021 19:49,Atlantis waterpark,HVAC KN2,Supply temp,C,S,1918
28.08.2021,28.08.2021 19:49,Atlantis waterpark,HVAC KN2,Extract temp,C,S,2558
28.08.2021,28.08.2021 19:58,Atlantis waterpark,HVAC KN2,Supply temp,C,S,1892
28.08.2021,28.08.2021 19:59,Atlantis waterpark,HVAC KN2,Extract temp,C,S,2535
28.08.2021,28.08.2021 20:02,Atlantis waterpark,HVAC KN2,Supply temp,C,S,187
28.08.2021,28.08.2021 20:03,Atlantis waterpark,HVAC KN2,Extract temp,C,S,2558
28.08.2021,28.08.2021 20:06,Atlantis waterpark,HVAC KN2,Supply temp,C,S,1847
28.08.2021,28.08.2021 20:08,Atlantis waterpark,HVAC KN2,Extract temp,C,S,2535
28.08.2021,28.08.2021 20:13,Atlantis waterpark,HVAC KN2,Supply temp,C,S,1824
28.08.2021,28.08.2021 20:13,Atlantis waterpark,HVAC KN2,Extract temp,C,S,256
28.08.2021,28.08.2021 20:15,Atlantis waterpark,HVAC KN2,Extract temp,C,S,2538
28.08.2021,28.08.2021 20:21,Atlantis waterpark,HVAC KN2,Supply temp,C,S,1801
28.08.2021,28.08.2021 20:29,Atlantis waterpark,HVAC KN2,Supply temp,C,S,1778
28.08.2021,28.08.2021 20:45,Atlantis waterpark,HVAC KN2,Extract temp,C,S,2515
28.08.2021,28.08.2021 20:48,Atlantis waterpark,HVAC KN2,Extract temp,C,S,2538
28.08.2021,28.08.2021 20:59,Atlantis waterpark,HVAC KN2,Supply temp,C,S,1755
28.08.2021,28.08.2021 21:09,Atlantis waterpark,HVAC KN2,Supply temp,C,S,173
28.08.2021,28.08.2021 21:09,Atlantis waterpark,HVAC KN2,Supply temp,C,S,1753
28.08.2021,28.08.2021 21:10,Atlantis waterpark,HVAC KN2,Extract temp,C,S,2518
28.08.2021,28.08.2021 21:12,Atlantis waterpark,HVAC KN2,Supply temp,C,S,173
28.08.2021,28.08.2021 21:31,Atlantis waterpark,HVAC KN2,Extract temp,C,S,2538
28.08.2021,28.08.2021 21:40,Atlantis waterpark,HVAC KN2,Supply temp,C,S,1707
28.08.2021,28.08.2021 21:43,Atlantis waterpark,HVAC KN2,Extract temp,C,S,2515
28.08.2021,28.08.2021 21:51,Atlantis waterpark,HVAC KN2,Supply temp,C,S,1684
28.08.2021,28.08.2021 22:31,Atlantis waterpark,HVAC KN2,Supply temp,C,S,1661
28.08.2021,28.08.2021 23:02,Atlantis waterpark,HVAC KN2,Supply temp,C,S,1638
28.08.2021,28.08.2021 23:07,Atlantis waterpark,HVAC KN2,Supply temp,C,S,1661
28.08.2021,28.08.2021 23:22,Atlantis waterpark,HVAC KN2,Supply temp,C,S,1638
28.08.2021,28.08.2021 23:31,Atlantis waterpark,HVAC KN2,Extract temp,C,S,2492
28.08.2021,28.08.2021 23:34,Atlantis waterpark,HVAC KN2,Extract temp,C,S,2518
28.08.2021,28.08.2021 23:34,Atlantis waterpark,HVAC KN2,Extract temp,C,S,2492
28.08.2021,28.08.2021 23:35,Atlantis waterpark,HVAC KN2,Extract temp,C,S,2515
28.08.2021,28.08.2021 23:50,Atlantis waterpark,HVAC KN2,Extract temp,C,S,2492
28.08.2021,28.08.2021 23:52,Atlantis waterpark,HVAC KN2,Supply temp,C,S,1616
29.08.2021,29.08.2021 00:01,Atlantis waterpark,HVAC KN2,Supply temp,C,S,159
29.08.2021,29.08.2021 00:13,Atlantis waterpark,HVAC KN2,Extract temp,C,S,2515
29.08.2021,29.08.2021 00:16,Atlantis waterpark,HVAC KN2,Extract temp,C,S,2492
29.08.2021,29.08.2021 00:18,Atlantis waterpark,HVAC KN2,Extract temp,C,S,2515
29.08.2021,29.08.2021 00:21,Atlantis waterpark,HVAC KN2,Supply temp,C,S,1567
29.08.2021,29.08.2021 00:25,Atlantis waterpark,HVAC KN2,Extract temp,C,S,2492
29.08.2021,29.08.2021 00:45,Atlantis waterpark,HVAC KN2,Extract temp,C,S,2515
29.08.2021,29.08.2021 00:58,Atlantis waterpark,HVAC KN2,Supply temp,C,S,1544
29.08.2021,29.08.2021 00:59,Atlantis waterpark,HVAC KN2,Extract temp,C,S,2489
29.08.2021,29.08.2021 01:14,Atlantis waterpark,HVAC KN2,Extract temp,C,S,2512
29.08.2021,29.08.2021 01:17,Atlantis waterpark,HVAC KN2,Extract temp,C,S,2489
29.08.2021,29.08.2021 01:25,Atlantis waterpark,HVAC KN2,Extract temp,C,S,2512
29.08.2021,29.08.2021 01:35,Atlantis waterpark,HVAC KN2,Extract temp,C,S,2489
29.08.2021,29.08.2021 01:59,Atlantis waterpark,HVAC KN2,Extract temp,C,S,2512
29.08.2021,29.08.2021 02:01,Atlantis waterpark,HVAC KN2,Supply temp,C,S,1541
29.08.2021,29.08.2021 02:01,Atlantis waterpark,HVAC KN2,Extract temp,C,S,2509
29.08.2021,29.08.2021 02:04,Atlantis waterpark,HVAC KN2,Extract temp,C,S,2489
29.08.2021,29.08.2021 02:08,Atlantis waterpark,HVAC KN2,freq converter,%,S,80
29.08.2021,29.08.2021 02:09,Atlantis waterpark,HVAC KN2,Supply temp,C,S,1521
29.08.2021,29.08.2021 03:12,Atlantis waterpark,HVAC KN2,Supply temp,C,S,1496
29.08.2021,29.08.2021 03:13,Atlantis waterpark,HVAC KN2,Supply temp,C,S,1521
29.08.2021,29.08.2021 03:14,Atlantis waterpark,HVAC KN2,Supply temp,C,S,1499
29.08.2021,29.08.2021 03:34,Atlantis waterpark,HVAC KN2,Extract temp,C,S,2512
29.08.2021,29.08.2021 03:41,Atlantis waterpark,HVAC KN2,Extract temp,C,S,2489
29.08.2021,29.08.2021 03:52,Atlantis waterpark,HVAC KN2,Supply temp,C,S,1476
29.08.2021,29.08.2021 04:04,Atlantis waterpark,HVAC KN2,Extract temp,C,S,2512
29.08.2021,29.08.2021 04:05,Atlantis waterpark,HVAC KN2,Extract temp,C,S,2486
29.08.2021,29.08.2021 04:07,Atlantis waterpark,HVAC KN2,Extract temp,C,S,2509
29.08.2021,29.08.2021 04:16,Atlantis waterpark,HVAC KN2,Extract temp,C,S,2486
29.08.2021,29.08.2021 04:44,Atlantis waterpark,HVAC KN2,Extract temp,C,S,2512
29.08.2021,29.08.2021 04:50,Atlantis waterpark,HVAC KN2,Extract temp,C,S,2489
29.08.2021,29.08.2021 05:13,Atlantis waterpark,HVAC KN2,Extract temp,C,S,2512
29.08.2021,29.08.2021 05:26,Atlantis waterpark,HVAC KN2,Extract temp,C,S,2492
29.08.2021,29.08.2021 05:31,Atlantis waterpark,HVAC KN2,Supply temp,C,S,1453
29.08.2021,29.08.2021 05:33,Atlantis waterpark,HVAC KN2,Supply temp,C,S,1476
29.08.2021,29.08.2021 05:34,Atlantis waterpark,HVAC KN2,Supply temp,C,S,1453
29.08.2021,29.08.2021 06:16,Atlantis waterpark,HVAC KN2,Extract temp,C,S,2512
29.08.2021,29.08.2021 06:20,Atlantis waterpark,HVAC KN2,Extract temp,C,S,2489
29.08.2021,29.08.2021 06:23,Atlantis waterpark,HVAC KN2,Extract temp,C,S,2512
29.08.2021,29.08.2021 06:24,Atlantis waterpark,HVAC KN2,Extract temp,C,S,2489
29.08.2021,29.08.2021 06:45,Atlantis waterpark,HVAC KN2,Supply temp,C,S,1433
29.08.2021,29.08.2021 06:54,Atlantis waterpark,HVAC KN2,Extract temp,C,S,2512
29.08.2021,29.08.2021 07:03,Atlantis waterpark,HVAC KN2,Extract temp,C,S,2489
29.08.2021,29.08.2021 07:13,Atlantis waterpark,HVAC KN2,Supply temp,C,S,1453
29.08.2021,29.08.2021 08:49,Atlantis waterpark,HVAC KN2,Extract temp,C,S,2466
29.08.2021,29.08.2021 08:52,Atlantis waterpark,HVAC KN2,Extract temp,C,S,2492
29.08.2021,29.08.2021 09:03,Atlantis waterpark,HVAC KN2,Supply temp,C,S,1479
29.08.2021,29.08.2021 09:12,Atlantis waterpark,HVAC KN2,Supply temp,C,S,1501
29.08.2021,29.08.2021 09:15,Atlantis waterpark,HVAC KN2,Supply temp,C,S,1479
29.08.2021,29.08.2021 09:17,Atlantis waterpark,HVAC KN2,Supply temp,C,S,1501
29.08.2021,29.08.2021 09:28,Atlantis waterpark,HVAC KN2,Extract temp,C,S,2515
29.08.2021,29.08.2021 09:29,Atlantis waterpark,HVAC KN2,Supply temp,C,S,1524
29.08.2021,29.08.2021 09:32,Atlantis waterpark,HVAC KN2,Supply temp,C,S,1544
29.08.2021,29.08.2021 09:50,Atlantis waterpark,HVAC KN2,Extract temp,C,S,2489
29.08.2021,29.08.2021 09:55,Atlantis waterpark,HVAC KN2,Supply temp,C,S,157
29.08.2021,29.08.2021 09:57,Atlantis waterpark,HVAC KN2,Extract temp,C,S,2512
29.08.2021,29.08.2021 09:57,Atlantis waterpark,HVAC KN2,Supply temp,C,S,1547
29.08.2021,29.08.2021 09:58,Atlantis waterpark,HVAC KN2,Supply temp,C,S,157
29.08.2021,29.08.2021 10:02,Atlantis waterpark,HVAC KN2,Supply temp,C,S,1598
29.08.2021,29.08.2021 10:03,Atlantis waterpark,HVAC KN2,Supply temp,C,S,1627
29.08.2021,29.08.2021 10:04,Atlantis waterpark,HVAC KN2,Supply temp,C,S,1604
29.08.2021,29.08.2021 10:07,Atlantis waterpark,HVAC KN2,Extract temp,C,S,2535
29.08.2021,29.08.2021 10:07,Atlantis waterpark,HVAC KN2,Supply temp,C,S,1579
29.08.2021,29.08.2021 10:10,Atlantis waterpark,HVAC KN2,Supply temp,C,S,1601
29.08.2021,29.08.2021 10:13,Atlantis waterpark,HVAC KN2,Supply temp,C,S,1579
29.08.2021,29.08.2021 10:17,Atlantis waterpark,HVAC KN2,Extract temp,C,S,2512
29.08.2021,29.08.2021 10:20,Atlantis waterpark,HVAC KN2,Supply temp,C,S,1556
29.08.2021,29.08.2021 10:23,Atlantis waterpark,HVAC KN2,Supply temp,C,S,1579
29.08.2021,29.08.2021 10:26,Atlantis waterpark,HVAC KN2,Supply temp,C,S,1601
29.08.2021,29.08.2021 10:30,Atlantis waterpark,HVAC KN2,Supply temp,C,S,1624
29.08.2021,29.08.2021 10:32,Atlantis waterpark,HVAC KN2,Supply temp,C,S,165
29.08.2021,29.08.2021 10:33,Atlantis waterpark,HVAC KN2,Extract temp,C,S,2535
29.08.2021,29.08.2021 10:35,Atlantis waterpark,HVAC KN2,Supply temp,C,S,1673
29.08.2021,29.08.2021 10:46,Atlantis waterpark,HVAC KN2,Supply temp,C,S,1698
29.08.2021,29.08.2021 10:52,Atlantis waterpark,HVAC KN2,Extract temp,C,S,2515
29.08.2021,29.08.2021 10:56,Atlantis waterpark,HVAC KN2,Supply temp,C,S,1721
29.08.2021,29.08.2021 11:03,Atlantis waterpark,HVAC KN2,Extract temp,C,S,2535
29.08.2021,29.08.2021 11:09,Atlantis waterpark,HVAC KN2,Supply temp,C,S,1744
29.08.2021,29.08.2021 11:11,Atlantis waterpark,HVAC KN2,Supply temp,C,S,1721
29.08.2021,29.08.2021 11:11,Atlantis waterpark,HVAC KN2,Supply temp,C,S,1747
29.08.2021,29.08.2021 11:15,Atlantis waterpark,HVAC KN2,Extract temp,C,S,2558
29.08.2021,29.08.2021 11:16,Atlantis waterpark,HVAC KN2,Supply temp,C,S,1773
29.08.2021,29.08.2021 11:18,Atlantis waterpark,HVAC KN2,Supply temp,C,S,175
29.08.2021,29.08.2021 11:22,Atlantis waterpark,HVAC KN2,Supply temp,C,S,1773
29.08.2021,29.08.2021 11:24,Atlantis waterpark,HVAC KN2,Supply temp,C,S,1747
29.08.2021,29.08.2021 11:25,Atlantis waterpark,HVAC KN2,Supply temp,C,S,1773
29.08.2021,29.08.2021 11:26,Atlantis waterpark,HVAC KN2,Extract temp,C,S,258
29.08.2021,29.08.2021 11:26,Atlantis waterpark,HVAC KN2,Supply temp,C,S,1795
29.08.2021,29.08.2021 11:30,Atlantis waterpark,HVAC KN2,Extract temp,C,S,2558
29.08.2021,29.08.2021 11:31,Atlantis waterpark,HVAC KN2,Extract temp,C,S,2578
29.08.2021,29.08.2021 11:34,Atlantis waterpark,HVAC KN2,Extract temp,C,S,2603
29.08.2021,29.08.2021 11:35,Atlantis waterpark,HVAC KN2,Extract temp,C,S,258
29.08.2021,29.08.2021 11:38,Atlantis waterpark,HVAC KN2,Supply temp,C,S,1818
29.08.2021,29.08.2021 11:38,Atlantis waterpark,HVAC KN2,Extract temp,C,S,2603
29.08.2021,29.08.2021 11:39,Atlantis waterpark,HVAC KN2,Supply temp,C,S,1841
29.08.2021,29.08.2021 11:43,Atlantis waterpark,HVAC KN2,Supply temp,C,S,1867
29.08.2021,29.08.2021 11:44,Atlantis waterpark,HVAC KN2,Extract temp,C,S,2626
29.08.2021,29.08.2021 11:44,Atlantis waterpark,HVAC KN2,Supply temp,C,S,1844
29.08.2021,29.08.2021 11:49,Atlantis waterpark,HVAC KN2,Supply temp,C,S,1867
29.08.2021,29.08.2021 11:54,Atlantis waterpark,HVAC KN2,Supply temp,C,S,1844
29.08.2021,29.08.2021 11:57,Atlantis waterpark,HVAC KN2,Supply temp,C,S,1867
29.08.2021,29.08.2021 12:04,Atlantis waterpark,HVAC KN2,Extract temp,C,S,2603
29.08.2021,29.08.2021 12:10,Atlantis waterpark,HVAC KN2,Supply temp,C,S,1844
29.08.2021,29.08.2021 12:10,Atlantis waterpark,HVAC KN2,Extract temp,C,S,2632
29.08.2021,29.08.2021 12:13,Atlantis waterpark,HVAC KN2,Extract temp,C,S,2655
29.08.2021,29.08.2021 12:16,Atlantis waterpark,HVAC KN2,Extract temp,C,S,268
29.08.2021,29.08.2021 12:17,Atlantis waterpark,HVAC KN2,Extract temp,C,S,2657
29.08.2021,29.08.2021 12:20,Atlantis waterpark,HVAC KN2,Extract temp,C,S,268
29.08.2021,29.08.2021 12:21,Atlantis waterpark,HVAC KN2,Supply temp,C,S,1867
29.08.2021,29.08.2021 12:25,Atlantis waterpark,HVAC KN2,Extract temp,C,S,2657
29.08.2021,29.08.2021 12:26,Atlantis waterpark,HVAC KN2,Extract temp,C,S,268
29.08.2021,29.08.2021 12:28,Atlantis waterpark,HVAC KN2,Extract temp,C,S,2657
29.08.2021,29.08.2021 12:31,Atlantis waterpark,HVAC KN2,Extract temp,C,S,2635
29.08.2021,29.08.2021 12:33,Atlantis waterpark,HVAC KN2,Supply temp,C,S,1844
29.08.2021,29.08.2021 12:34,Atlantis waterpark,HVAC KN2,Extract temp,C,S,2657
29.08.2021,29.08.2021 12:43,Atlantis waterpark,HVAC KN2,Extract temp,C,S,2632
29.08.2021,29.08.2021 12:43,Atlantis waterpark,HVAC KN2,Supply temp,C,S,187
29.08.2021,29.08.2021 12:44,Atlantis waterpark,HVAC KN2,Extract temp,C,S,2657
29.08.2021,29.08.2021 12:49,Atlantis waterpark,HVAC KN2,Extract temp,C,S,268
29.08.2021,29.08.2021 12:49,Atlantis waterpark,HVAC KN2,Supply temp,C,S,1892
29.08.2021,29.08.2021 12:54,Atlantis waterpark,HVAC KN2,Extract temp,C,S,2703
29.08.2021,29.08.2021 12:55,Atlantis waterpark,HVAC KN2,Supply temp,C,S,1915
29.08.2021,29.08.2021 12:57,Atlantis waterpark,HVAC KN2,Extract temp,C,S,2677
29.08.2021,29.08.2021 12:59,Atlantis waterpark,HVAC KN2,Extract temp,C,S,2655
29.08.2021,29.08.2021 13:01,Atlantis waterpark,HVAC KN2,Extract temp,C,S,2629
29.08.2021,29.08.2021 13:03,Atlantis waterpark,HVAC KN2,Extract temp,C,S,2652
29.08.2021,29.08.2021 13:04,Atlantis waterpark,HVAC KN2,Supply temp,C,S,1938
29.08.2021,29.08.2021 13:07,Atlantis waterpark,HVAC KN2,Supply temp,C,S,1961
29.08.2021,29.08.2021 13:13,Atlantis waterpark,HVAC KN2,Supply temp,C,S,1938
29.08.2021,29.08.2021 13:14,Atlantis waterpark,HVAC KN2,Supply temp,C,S,1961
29.08.2021,29.08.2021 13:15,Atlantis waterpark,HVAC KN2,Extract temp,C,S,2629
29.08.2021,29.08.2021 13:15,Atlantis waterpark,HVAC KN2,Extract temp,C,S,2652
29.08.2021,29.08.2021 13:22,Atlantis waterpark,HVAC KN2,Supply temp,C,S,1984
29.08.2021,29.08.2021 13:32,Atlantis waterpark,HVAC KN2,Extract temp,C,S,2629
29.08.2021,29.08.2021 13:33,Atlantis waterpark,HVAC KN2,Extract temp,C,S,2609
29.08.2021,29.08.2021 13:34,Atlantis waterpark,HVAC KN2,Supply temp,C,S,1961
29.08.2021,29.08.2021 13:38,Atlantis waterpark,HVAC KN2,Extract temp,C,S,258
29.08.2021,29.08.2021 13:39,Atlantis waterpark,HVAC KN2,Extract temp,C,S,2603
29.08.2021,29.08.2021 13:40,Atlantis waterpark,HVAC KN2,Supply temp,C,S,1984
29.08.2021,29.08.2021 13:43,Atlantis waterpark,HVAC KN2,Extract temp,C,S,2626
29.08.2021,29.08.2021 13:43,Atlantis waterpark,HVAC KN2,Supply temp,C,S,1958
29.08.2021,29.08.2021 13:44,Atlantis waterpark,HVAC KN2,Extract temp,C,S,2649
29.08.2021,29.08.2021 13:46,Atlantis waterpark,HVAC KN2,Supply temp,C,S,1978
29.08.2021,29.08.2021 13:47,Atlantis waterpark,HVAC KN2,Extract temp,C,S,2626
29.08.2021,29.08.2021 13:48,Atlantis waterpark,HVAC KN2,Extract temp,C,S,2649
29.08.2021,29.08.2021 13:53,Atlantis waterpark,HVAC KN2,Extract temp,C,S,2626
29.08.2021,29.08.2021 14:00,Atlantis waterpark,HVAC KN2,Supply temp,C,S,1998
29.08.2021,29.08.2021 14:01,Atlantis waterpark,HVAC KN2,Supply temp,C,S,2018
29.08.2021,29.08.2021 14:07,Atlantis waterpark,HVAC KN2,Supply temp,C,S,201
29.08.2021,29.08.2021 14:07,Atlantis waterpark,HVAC KN2,Extract temp,C,S,262
29.08.2021,29.08.2021 14:11,Atlantis waterpark,HVAC KN2,Extract temp,C,S,264
29.08.2021,29.08.2021 14:14,Atlantis waterpark,HVAC KN2,freq converter,%,S,80
29.08.2021,29.08.2021 14:15,Atlantis waterpark,HVAC KN2,Extract temp,C,S,2675
29.08.2021,29.08.2021 14:17,Atlantis waterpark,HVAC KN2,Extract temp,C,S,2652
29.08.2021,29.08.2021 14:23,Atlantis waterpark,HVAC KN2,Extract temp,C,S,2629
29.08.2021,29.08.2021 14:23,Atlantis waterpark,HVAC KN2,Extract temp,C,S,2655
